country_or_area,continent,year,value,category
United Kingdom,Europe,1994,611.3956788,PFC Emissions
United Kingdom,Europe,1993,602.7310662,PFC Emissions
United Kingdom,Europe,1992,690.3528173,PFC Emissions
United Kingdom,Europe,1991,1385.143658,PFC Emissions
United Kingdom,Europe,1990,1651.526859,PFC Emissions
United States of America,North America,2014,5582.94173,PFC Emissions
United States of America,North America,2013,5858.174564,PFC Emissions
United States of America,North America,2012,6054.952494,PFC Emissions
United States of America,North America,2011,7026.626659,PFC Emissions
United States of America,North America,2010,4536.224066,PFC Emissions
United States of America,North America,2009,3926.581617,PFC Emissions
United States of America,North America,2008,6126.225075,PFC Emissions
United States of America,North America,2007,7774.823152,PFC Emissions
United States of America,North America,2006,6343.255916,PFC Emissions
United States of America,North America,2005,6677.504051,PFC Emissions
United States of America,North America,2004,6818.158244,PFC Emissions
United States of America,North America,2003,8170.360936,PFC Emissions
United States of America,North America,2002,10244.08335,PFC Emissions
United States of America,North America,2001,8245.924377,PFC Emissions
United States of America,North America,2000,15918.77684,PFC Emissions
United States of America,North America,1999,16910.13017,PFC Emissions
United States of America,North America,1998,16978.59967,PFC Emissions
United States of America,North America,1997,18267.24476,PFC Emissions
United States of America,North America,1996,19867.54054,PFC Emissions
United States of America,North America,1995,18640.47345,PFC Emissions
United States of America,North America,1994,17965.00396,PFC Emissions
United States of America,North America,1993,19484.61779,PFC Emissions
United States of America,North America,1992,19481.08704,PFC Emissions
United States of America,North America,1991,20912.45784,PFC Emissions
United States of America,North America,1990,24255.67154,PFC Emissions
Australia,Oceania,2014,129.605354,SF6 Emissions
Australia,Oceania,2013,128.9446037,SF6 Emissions
Australia,Oceania,2012,127.5521681,SF6 Emissions
Australia,Oceania,2011,125.0019448,SF6 Emissions
Australia,Oceania,2010,121.0316537,SF6 Emissions
Australia,Oceania,2009,119.4510961,SF6 Emissions
Australia,Oceania,2008,151.1097127,SF6 Emissions
Australia,Oceania,2007,162.2184108,SF6 Emissions
Australia,Oceania,2006,172.513887,SF6 Emissions
Australia,Oceania,2005,182.064019,SF6 Emissions
Australia,Oceania,2004,207.7594614,SF6 Emissions
Australia,Oceania,2003,206.2877456,SF6 Emissions
Australia,Oceania,2002,202.4834148,SF6 Emissions
Australia,Oceania,2001,196.5343596,SF6 Emissions
Australia,Oceania,2000,190.6519354,SF6 Emissions
Australia,Oceania,1999,196.067201,SF6 Emissions
Australia,Oceania,1998,223.3185135,SF6 Emissions
Australia,Oceania,1997,248.4762475,SF6 Emissions
Australia,Oceania,1996,269.6522103,SF6 Emissions
Australia,Oceania,1995,302.307983,SF6 Emissions
Australia,Oceania,1994,282.6408961,SF6 Emissions
Australia,Oceania,1993,264.7591563,SF6 Emissions
Australia,Oceania,1992,246.8588488,SF6 Emissions
Australia,Oceania,1991,228.9448336,SF6 Emissions
Australia,Oceania,1990,211.0185114,SF6 Emissions
Austria,Europe,2014,312.9596646,SF6 Emissions
Austria,Europe,2013,304.8690045,SF6 Emissions
Austria,Europe,2012,311.8792436,SF6 Emissions
Austria,Europe,2011,307.3486854,SF6 Emissions
Austria,Europe,2010,335.8706445,SF6 Emissions
Austria,Europe,2009,341.6786318,SF6 Emissions
Austria,Europe,2008,373.4344819,SF6 Emissions
Austria,Europe,2007,367.0066569,SF6 Emissions
Austria,Europe,2006,453.4624463,SF6 Emissions
Austria,Europe,2005,493.6250143,SF6 Emissions
Austria,Europe,2004,484.0066031,SF6 Emissions
Austria,Europe,2003,549.4427452,SF6 Emissions
Austria,Europe,2002,613.300884,SF6 Emissions
Austria,Europe,2001,629.3257066,SF6 Emissions
Austria,Europe,2000,574.528064,SF6 Emissions
Austria,Europe,1999,676.368455,SF6 Emissions
Austria,Europe,1998,869.8823666,SF6 Emissions
Austria,Europe,1997,1086.396974,SF6 Emissions
Austria,Europe,1996,1176.899675,SF6 Emissions
Austria,Europe,1995,1100.107713,SF6 Emissions
Austria,Europe,1994,926.1735358,SF6 Emissions
Austria,Europe,1993,744.0031319,SF6 Emissions
Austria,Europe,1992,656.2717871,SF6 Emissions
Austria,Europe,1991,614.1404424,SF6 Emissions
Austria,Europe,1990,470.6083777,SF6 Emissions
Belarus,Europe,2014,2.426946,SF6 Emissions
Belarus,Europe,2013,2.5108728,SF6 Emissions
Belarus,Europe,2012,2.460006,SF6 Emissions
Belarus,Europe,2011,2.303598,SF6 Emissions
Belarus,Europe,2010,2.097258,SF6 Emissions
Belarus,Europe,2009,1.4529414,SF6 Emissions
Belarus,Europe,2008,1.25343,SF6 Emissions
Belarus,Europe,2007,0.541386,SF6 Emissions
Belarus,Europe,2006,0.445968,SF6 Emissions
Belarus,Europe,2005,0.3534,SF6 Emissions
Belarus,Europe,2004,0.244644,SF6 Emissions
Belarus,Europe,2003,0.16473,SF6 Emissions
Belarus,Europe,2002,0.118104,SF6 Emissions
Belarus,Europe,2001,0.11058,SF6 Emissions
Belarus,Europe,2000,0.0969,SF6 Emissions
Belarus,Europe,1999,0.088692,SF6 Emissions
Belarus,Europe,1998,0.066234,SF6 Emissions
Belarus,Europe,1997,0.057342,SF6 Emissions
Belarus,Europe,1996,0.011172,SF6 Emissions
Belarus,Europe,1995,0.00171,SF6 Emissions
Belgium,Europe,2014,95.21830217,SF6 Emissions
Belgium,Europe,2013,115.7544211,SF6 Emissions
Belgium,Europe,2012,110.4287375,SF6 Emissions
Belgium,Europe,2011,112.0903451,SF6 Emissions
Belgium,Europe,2010,102.026114,SF6 Emissions
Belgium,Europe,2009,93.30872132,SF6 Emissions
Belgium,Europe,2008,86.88336713,SF6 Emissions
Belgium,Europe,2007,78.86347062,SF6 Emissions
Belgium,Europe,2006,76.55039445,SF6 Emissions
Belgium,Europe,2005,90.68759828,SF6 Emissions
Belgium,Europe,2004,90.19769783,SF6 Emissions
Belgium,Europe,2003,101.9282965,SF6 Emissions
Belgium,Europe,2002,116.1708366,SF6 Emissions
Belgium,Europe,2001,139.2199933,SF6 Emissions
Belgium,Europe,2000,144.0638139,SF6 Emissions
Belgium,Europe,1999,153.6621062,SF6 Emissions
Belgium,Europe,1998,295.9486287,SF6 Emissions
Belgium,Europe,1997,538.8486668,SF6 Emissions
Belgium,Europe,1996,2059.623907,SF6 Emissions
Belgium,Europe,1995,2139.733171,SF6 Emissions
Belgium,Europe,1994,1930.806446,SF6 Emissions
Belgium,Europe,1993,1588.532846,SF6 Emissions
Belgium,Europe,1992,1652.692046,SF6 Emissions
Belgium,Europe,1991,1492.841246,SF6 Emissions
Belgium,Europe,1990,1575.103646,SF6 Emissions
Bulgaria,Europe,2014,15.61610035,SF6 Emissions
Bulgaria,Europe,2013,19.72156584,SF6 Emissions
Bulgaria,Europe,2012,19.29403402,SF6 Emissions
Bulgaria,Europe,2011,14.18876523,SF6 Emissions
Bulgaria,Europe,2010,12.46781245,SF6 Emissions
Bulgaria,Europe,2009,9.515199744,SF6 Emissions
Bulgaria,Europe,2008,9.158036327,SF6 Emissions
Bulgaria,Europe,2007,8.81427943,SF6 Emissions
Bulgaria,Europe,2006,8.483425822,SF6 Emissions
Bulgaria,Europe,2005,8.164991167,SF6 Emissions
Bulgaria,Europe,2004,8.133666291,SF6 Emissions
Bulgaria,Europe,2003,7.687775322,SF6 Emissions
Bulgaria,Europe,2002,7.266328282,SF6 Emissions
Bulgaria,Europe,2001,6.867985143,SF6 Emissions
Bulgaria,Europe,2000,6.491479342,SF6 Emissions
Bulgaria,Europe,1999,6.135613744,SF6 Emissions
Bulgaria,Europe,1998,5.799256847,SF6 Emissions
Bulgaria,Europe,1997,5.481339175,SF6 Emissions
Bulgaria,Europe,1996,5.180849882,SF6 Emissions
Bulgaria,Europe,1995,4.896833537,SF6 Emissions
Bulgaria,Europe,1994,4.628387086,SF6 Emissions
Bulgaria,Europe,1993,4.374656981,SF6 Emissions
Bulgaria,Europe,1992,4.134836466,SF6 Emissions
Bulgaria,Europe,1991,3.908163011,SF6 Emissions
Bulgaria,Europe,1990,3.69391589,SF6 Emissions
Canada,North America,2014,362.6316193,SF6 Emissions
Canada,North America,2013,437.981155,SF6 Emissions
Canada,North America,2012,439.6330868,SF6 Emissions
Canada,North America,2011,395.1783483,SF6 Emissions
Canada,North America,2010,440.4213436,SF6 Emissions
Canada,North America,2009,373.8690793,SF6 Emissions
Canada,North America,2008,644.345045,SF6 Emissions
Canada,North America,2007,726.1930767,SF6 Emissions
Canada,North America,2006,1526.739676,SF6 Emissions
Canada,North America,2005,1417.361856,SF6 Emissions
Canada,North America,2004,2339.905616,SF6 Emissions
Canada,North America,2003,2651.435034,SF6 Emissions
Canada,North America,2002,3015.81387,SF6 Emissions
Canada,North America,2001,2557.105643,SF6 Emissions
Canada,North America,2000,2902.963496,SF6 Emissions
Canada,North America,1999,2410.102934,SF6 Emissions
Canada,North America,1998,2357.485855,SF6 Emissions
Canada,North America,1997,1827.63431,SF6 Emissions
Canada,North America,1996,1768.648604,SF6 Emissions
Canada,North America,1995,2275.160033,SF6 Emissions
Canada,North America,1994,2441.744218,SF6 Emissions
Canada,North America,1993,2373.547457,SF6 Emissions
Canada,North America,1992,2557.116649,SF6 Emissions
Canada,North America,1991,3685.243241,SF6 Emissions
Canada,North America,1990,3225.926105,SF6 Emissions
Croatia,Europe,2014,6.8416872,SF6 Emissions
Croatia,Europe,2013,6.1533552,SF6 Emissions
Croatia,Europe,2012,9.2067312,SF6 Emissions
Croatia,Europe,2011,9.3654192,SF6 Emissions
Croatia,Europe,2010,8.9507328,SF6 Emissions
Croatia,Europe,2009,8.02796094,SF6 Emissions
Croatia,Europe,2008,11.97608637,SF6 Emissions
Croatia,Europe,2007,13.04927755,SF6 Emissions
Croatia,Europe,2006,13.0082322,SF6 Emissions
Croatia,Europe,2005,13.0268712,SF6 Emissions
Croatia,Europe,2004,12.5668812,SF6 Emissions
Croatia,Europe,2003,12.2776062,SF6 Emissions
Croatia,Europe,2002,12.0117012,SF6 Emissions
Croatia,Europe,2001,11.6927862,SF6 Emissions
Croatia,Europe,2000,11.6218212,SF6 Emissions
Croatia,Europe,1999,11.9926062,SF6 Emissions
Croatia,Europe,1998,11.9892432,SF6 Emissions
Croatia,Europe,1997,11.4272232,SF6 Emissions
Croatia,Europe,1996,11.5695522,SF6 Emissions
Croatia,Europe,1995,11.1206772,SF6 Emissions
Croatia,Europe,1994,10.6438722,SF6 Emissions
Croatia,Europe,1993,10.5307272,SF6 Emissions
Croatia,Europe,1992,10.4170122,SF6 Emissions
Croatia,Europe,1991,10.3326522,SF6 Emissions
Croatia,Europe,1990,10.4500722,SF6 Emissions
Cyprus,Europe,2014,0.148329618,SF6 Emissions
Cyprus,Europe,2013,0.150255967,SF6 Emissions
Cyprus,Europe,2012,0.157513982,SF6 Emissions
Cyprus,Europe,2011,0.152255094,SF6 Emissions
Cyprus,Europe,2010,0.150711329,SF6 Emissions
Cyprus,Europe,2009,0.161123063,SF6 Emissions
Cyprus,Europe,2008,0.152532752,SF6 Emissions
Cyprus,Europe,2007,0.13847963,SF6 Emissions
Cyprus,Europe,2006,0.122611651,SF6 Emissions
Cyprus,Europe,2005,0.116017458,SF6 Emissions
Cyprus,Europe,2004,0.100125311,SF6 Emissions
Cyprus,Europe,2003,0.088985983,SF6 Emissions
Cyprus,Europe,2002,0.082089713,SF6 Emissions
Cyprus,Europe,2001,0.076551114,SF6 Emissions
Cyprus,Europe,2000,0.075500102,SF6 Emissions
Cyprus,Europe,1999,0.065149564,SF6 Emissions
Cyprus,Europe,1998,0.067339868,SF6 Emissions
Cyprus,Europe,1997,0.069531883,SF6 Emissions
Cyprus,Europe,1996,0.065959921,SF6 Emissions
Cyprus,Europe,1995,0.058149827,SF6 Emissions
Cyprus,Europe,1994,0.050310298,SF6 Emissions
Cyprus,Europe,1993,0.038500627,SF6 Emissions
Cyprus,Europe,1992,0.034246786,SF6 Emissions
Cyprus,Europe,1991,0.03008802,SF6 Emissions
Cyprus,Europe,1990,0.02576669,SF6 Emissions
Czech Republic,Europe,2014,96.01476611,SF6 Emissions
Czech Republic,Europe,2013,93.38298613,SF6 Emissions
Czech Republic,Europe,2012,90.68095931,SF6 Emissions
Czech Republic,Europe,2011,86.43023633,SF6 Emissions
Czech Republic,Europe,2010,81.28760275,SF6 Emissions
Czech Republic,Europe,2009,97.15415056,SF6 Emissions
Czech Republic,Europe,2008,94.39969311,SF6 Emissions
Czech Republic,Europe,2007,94.52844329,SF6 Emissions
Czech Republic,Europe,2006,109.4122343,SF6 Emissions
Czech Republic,Europe,2005,112.3214714,SF6 Emissions
Czech Republic,Europe,2004,121.1593439,SF6 Emissions
Czech Republic,Europe,2003,145.346001,SF6 Emissions
Czech Republic,Europe,2002,121.9502887,SF6 Emissions
Czech Republic,Europe,2001,99.53896595,SF6 Emissions
Czech Republic,Europe,2000,109.1268727,SF6 Emissions
Czech Republic,Europe,1999,96.69280874,SF6 Emissions
Czech Republic,Europe,1998,95.75483132,SF6 Emissions
Czech Republic,Europe,1997,97.01831085,SF6 Emissions
Czech Republic,Europe,1996,99.23982227,SF6 Emissions
Czech Republic,Europe,1995,89.64754017,SF6 Emissions
Czech Republic,Europe,1994,88.63976178,SF6 Emissions
Czech Republic,Europe,1993,87.54961948,SF6 Emissions
Czech Republic,Europe,1992,86.35418027,SF6 Emissions
Czech Republic,Europe,1991,85.0495119,SF6 Emissions
Czech Republic,Europe,1990,85.215,SF6 Emissions
Denmark,Europe,2014,132.9591151,SF6 Emissions
Denmark,Europe,2013,130.7865881,SF6 Emissions
Denmark,Europe,2012,112.1839481,SF6 Emissions
Denmark,Europe,2011,69.54178609,SF6 Emissions
Denmark,Europe,2010,35.92665871,SF6 Emissions
Denmark,Europe,2009,34.36846824,SF6 Emissions
Denmark,Europe,2008,29.46004887,SF6 Emissions
Denmark,Europe,2007,28.23720645,SF6 Emissions
Denmark,Europe,2006,33.62399774,SF6 Emissions
Denmark,Europe,2005,20.04608086,SF6 Emissions
Denmark,Europe,2004,30.93832102,SF6 Emissions
Denmark,Europe,2003,29.59465339,SF6 Emissions
Denmark,Europe,2002,23.52901108,SF6 Emissions
Denmark,Europe,2001,28.19900163,SF6 Emissions
Denmark,Europe,2000,56.14896372,SF6 Emissions
Denmark,Europe,1999,62.00540536,SF6 Emissions
Denmark,Europe,1998,56.86771969,SF6 Emissions
Denmark,Europe,1997,69.87074913,SF6 Emissions
Denmark,Europe,1996,58.31300621,SF6 Emissions
Denmark,Europe,1995,102.5781996,SF6 Emissions
Denmark,Europe,1994,116.5778763,SF6 Emissions
Denmark,Europe,1993,96.638085,SF6 Emissions
Denmark,Europe,1992,85.1637,SF6 Emissions
Denmark,Europe,1991,60.5796,SF6 Emissions
Denmark,Europe,1990,42.408,SF6 Emissions
Estonia,Europe,2014,2.100390629,SF6 Emissions
Estonia,Europe,2013,2.027059901,SF6 Emissions
Estonia,Europe,2012,1.876019112,SF6 Emissions
Estonia,Europe,2011,1.769774646,SF6 Emissions
Estonia,Europe,2010,1.728838614,SF6 Emissions
Estonia,Europe,2009,1.37848344,SF6 Emissions
Estonia,Europe,2008,1.28760378,SF6 Emissions
Estonia,Europe,2007,0.922383804,SF6 Emissions
Estonia,Europe,2006,1.10072928,SF6 Emissions
Estonia,Europe,2005,1.032746246,SF6 Emissions
Estonia,Europe,2004,1.037829506,SF6 Emissions
Estonia,Europe,2003,1.272982094,SF6 Emissions
Estonia,Europe,2002,1.375176072,SF6 Emissions
Estonia,Europe,2001,1.669817006,SF6 Emissions
Estonia,Europe,2000,2.610156312,SF6 Emissions
Estonia,Europe,1999,2.881315572,SF6 Emissions
Estonia,Europe,1998,2.848164372,SF6 Emissions
Estonia,Europe,1997,2.850898092,SF6 Emissions
Estonia,Europe,1996,3.333134052,SF6 Emissions
Estonia,Europe,1995,3.0743691,SF6 Emissions
Estonia,Europe,1994,2.967680775,SF6 Emissions
Estonia,Europe,1993,1.38651645,SF6 Emissions
Estonia,Europe,1992,0.090352125,SF6 Emissions
Estonia,Europe,1991,0.0481878,SF6 Emissions
European Union,Europe,2014,6140.886628,SF6 Emissions
European Union,Europe,2013,6206.44412,SF6 Emissions
European Union,Europe,2012,6311.539083,SF6 Emissions
European Union,Europe,2011,6243.624233,SF6 Emissions
European Union,Europe,2010,6378.665023,SF6 Emissions
European Union,Europe,2009,6296.501118,SF6 Emissions
European Union,Europe,2008,6700.494485,SF6 Emissions
European Union,Europe,2007,7108.090324,SF6 Emissions
European Union,Europe,2006,7499.451273,SF6 Emissions
European Union,Europe,2005,7929.747383,SF6 Emissions
European Union,Europe,2004,8121.1765,SF6 Emissions
European Union,Europe,2003,8110.39113,SF6 Emissions
European Union,Europe,2002,8597.246954,SF6 Emissions
European Union,Europe,2001,9734.463822,SF6 Emissions
European Union,Europe,2000,10546.71794,SF6 Emissions
European Union,Europe,1999,10561.35846,SF6 Emissions
European Union,Europe,1998,12875.11091,SF6 Emissions
European Union,Europe,1997,13620.3417,SF6 Emissions
European Union,Europe,1996,15098.00377,SF6 Emissions
European Union,Europe,1995,15214.52949,SF6 Emissions
European Union,Europe,1994,14142.84487,SF6 Emissions
European Union,Europe,1993,12968.38205,SF6 Emissions
European Union,Europe,1992,12282.82791,SF6 Emissions
European Union,Europe,1991,11459.05799,SF6 Emissions
European Union,Europe,1990,10919.69966,SF6 Emissions
Finland,Europe,2014,34.25063652,SF6 Emissions
Finland,Europe,2013,30.70041204,SF6 Emissions
Finland,Europe,2012,22.15592964,SF6 Emissions
Finland,Europe,2011,23.67410499,SF6 Emissions
Finland,Europe,2010,21.79150298,SF6 Emissions
Finland,Europe,2009,26.71052198,SF6 Emissions
Finland,Europe,2008,26.6588884,SF6 Emissions
Finland,Europe,2007,19.17386353,SF6 Emissions
Finland,Europe,2006,27.564249,SF6 Emissions
Finland,Europe,2005,22.18908594,SF6 Emissions
Finland,Europe,2004,23.83809345,SF6 Emissions
Finland,Europe,2003,25.56814686,SF6 Emissions
Finland,Europe,2002,25.33507386,SF6 Emissions
Finland,Europe,2001,25.52626053,SF6 Emissions
Finland,Europe,2000,26.05970638,SF6 Emissions
Finland,Europe,1999,30.75694442,SF6 Emissions
Finland,Europe,1998,38.62456971,SF6 Emissions
Finland,Europe,1997,50.10815992,SF6 Emissions
Finland,Europe,1996,54.15934931,SF6 Emissions
Finland,Europe,1995,36.98016459,SF6 Emissions
Finland,Europe,1994,23.86100816,SF6 Emissions
Finland,Europe,1993,19.74691169,SF6 Emissions
Finland,Europe,1992,25.67092619,SF6 Emissions
Finland,Europe,1991,40.16174421,SF6 Emissions
Finland,Europe,1990,52.48329756,SF6 Emissions
France,Europe,2014,470.9470552,SF6 Emissions
France,Europe,2013,574.9698276,SF6 Emissions
France,Europe,2012,644.3834397,SF6 Emissions
France,Europe,2011,636.2106904,SF6 Emissions
France,Europe,2010,860.2439271,SF6 Emissions
France,Europe,2009,930.0187463,SF6 Emissions
France,Europe,2008,1114.044956,SF6 Emissions
France,Europe,2007,1153.074775,SF6 Emissions
France,Europe,2006,1256.288519,SF6 Emissions
France,Europe,2005,1360.010988,SF6 Emissions
France,Europe,2004,1616.305474,SF6 Emissions
France,Europe,2003,1585.088774,SF6 Emissions
France,Europe,2002,1602.896852,SF6 Emissions
France,Europe,2001,1933.4278,SF6 Emissions
France,Europe,2000,2379.765315,SF6 Emissions
France,Europe,1999,2485.681854,SF6 Emissions
France,Europe,1998,2811.970794,SF6 Emissions
France,Europe,1997,2697.740042,SF6 Emissions
France,Europe,1996,2691.666537,SF6 Emissions
France,Europe,1995,2633.008004,SF6 Emissions
France,Europe,1994,2562.893674,SF6 Emissions
France,Europe,1993,2401.590771,SF6 Emissions
France,Europe,1992,2349.226253,SF6 Emissions
France,Europe,1991,2297.476765,SF6 Emissions
France,Europe,1990,2221.765783,SF6 Emissions
Germany,Europe,2014,3396.171636,SF6 Emissions
Germany,Europe,2013,3261.201658,SF6 Emissions
Germany,Europe,2012,3154.894962,SF6 Emissions
Germany,Europe,2011,3163.074969,SF6 Emissions
Germany,Europe,2010,3047.037084,SF6 Emissions
Germany,Europe,2009,2923.979076,SF6 Emissions
Germany,Europe,2008,2971.21282,SF6 Emissions
Germany,Europe,2007,3180.593286,SF6 Emissions
Germany,Europe,2006,3241.500861,SF6 Emissions
Germany,Europe,2005,3319.866592,SF6 Emissions
Germany,Europe,2004,3243.551246,SF6 Emissions
Germany,Europe,2003,3034.157688,SF6 Emissions
Germany,Europe,2002,3087.04028,SF6 Emissions
Germany,Europe,2001,3751.778684,SF6 Emissions
Germany,Europe,2000,4072.497783,SF6 Emissions
Germany,Europe,1999,4289.752189,SF6 Emissions
Germany,Europe,1998,5888.914867,SF6 Emissions
Germany,Europe,1997,6108.844118,SF6 Emissions
Germany,Europe,1996,6162.492516,SF6 Emissions
Germany,Europe,1995,6467.149524,SF6 Emissions
Germany,Europe,1994,6249.227869,SF6 Emissions
Germany,Europe,1993,5973.591374,SF6 Emissions
Germany,Europe,1992,5237.807131,SF6 Emissions
Germany,Europe,1991,4745.878769,SF6 Emissions
Germany,Europe,1990,4343.638132,SF6 Emissions
Greece,Europe,2014,4.921542857,SF6 Emissions
Greece,Europe,2013,5.151171429,SF6 Emissions
Greece,Europe,2012,5.048571429,SF6 Emissions
Greece,Europe,2011,5.13,SF6 Emissions
Greece,Europe,2010,5.8596,SF6 Emissions
Greece,Europe,2009,5.016,SF6 Emissions
Greece,Europe,2008,7.182,SF6 Emissions
Greece,Europe,2007,9.462,SF6 Emissions
Greece,Europe,2006,7.98,SF6 Emissions
Greece,Europe,2005,6.156,SF6 Emissions
Greece,Europe,2004,4.2636,SF6 Emissions
Greece,Europe,2003,4.0584,SF6 Emissions
Greece,Europe,2002,4.0584,SF6 Emissions
Greece,Europe,2001,3.876,SF6 Emissions
Greece,Europe,2000,3.8076,SF6 Emissions
Greece,Europe,1999,3.6936,SF6 Emissions
Greece,Europe,1998,3.6024,SF6 Emissions
Greece,Europe,1997,3.5568,SF6 Emissions
Greece,Europe,1996,3.5112,SF6 Emissions
Greece,Europe,1995,3.42,SF6 Emissions
Greece,Europe,1994,3.289356,SF6 Emissions
Greece,Europe,1993,3.199182,SF6 Emissions
Greece,Europe,1992,3.111288,SF6 Emissions
Greece,Europe,1991,3.018948,SF6 Emissions
Greece,Europe,1990,2.928888,SF6 Emissions
Hungary,Europe,2014,104.0968316,SF6 Emissions
Hungary,Europe,2013,122.9235884,SF6 Emissions
Hungary,Europe,2012,120.2017682,SF6 Emissions
Hungary,Europe,2011,106.9179866,SF6 Emissions
Hungary,Europe,2010,98.72090283,SF6 Emissions
Hungary,Europe,2009,90.53581101,SF6 Emissions
Hungary,Europe,2008,108.2137003,SF6 Emissions
Hungary,Europe,2007,121.163348,SF6 Emissions
Hungary,Europe,2006,106.9355184,SF6 Emissions
Hungary,Europe,2005,94.26157998,SF6 Emissions
Hungary,Europe,2004,95.70484532,SF6 Emissions
Hungary,Europe,2003,78.40140431,SF6 Emissions
Hungary,Europe,2002,66.70875779,SF6 Emissions
Hungary,Europe,2001,82.96144532,SF6 Emissions
Hungary,Europe,2000,84.04418851,SF6 Emissions
Hungary,Europe,1999,75.46520646,SF6 Emissions
Hungary,Europe,1998,93.64184434,SF6 Emissions
Hungary,Europe,1997,79.63453073,SF6 Emissions
Hungary,Europe,1996,64.12784453,SF6 Emissions
Hungary,Europe,1995,52.04072547,SF6 Emissions
Hungary,Europe,1994,39.09183317,SF6 Emissions
Hungary,Europe,1993,31.23130363,SF6 Emissions
Hungary,Europe,1992,19.22250587,SF6 Emissions
Hungary,Europe,1991,12.25542776,SF6 Emissions
Hungary,Europe,1990,10.888824,SF6 Emissions
Iceland,Europe,2014,2.215704,SF6 Emissions
Iceland,Europe,2013,3.2018876,SF6 Emissions
Iceland,Europe,2012,5.3221356,SF6 Emissions
Iceland,Europe,2011,3.0451338,SF6 Emissions
Iceland,Europe,2010,4.6639338,SF6 Emissions
Iceland,Europe,2009,3.0246138,SF6 Emissions
Iceland,Europe,2008,3.0063738,SF6 Emissions
Iceland,Europe,2007,2.859405,SF6 Emissions
Iceland,Europe,2006,2.517405,SF6 Emissions
Iceland,Europe,2005,2.517405,SF6 Emissions
Iceland,Europe,2004,1.314705,SF6 Emissions
Iceland,Europe,2003,1.31157,SF6 Emissions
Iceland,Europe,2002,1.31157,SF6 Emissions
Iceland,Europe,2001,1.31157,SF6 Emissions
Iceland,Europe,2000,1.31157,SF6 Emissions
Iceland,Europe,1999,1.24374,SF6 Emissions
Iceland,Europe,1998,1.24374,SF6 Emissions
Iceland,Europe,1997,1.24374,SF6 Emissions
Iceland,Europe,1996,1.24374,SF6 Emissions
Iceland,Europe,1995,1.24374,SF6 Emissions
Iceland,Europe,1994,1.24374,SF6 Emissions
Iceland,Europe,1993,1.24374,SF6 Emissions
Iceland,Europe,1992,1.24374,SF6 Emissions
Iceland,Europe,1991,1.24374,SF6 Emissions
Iceland,Europe,1990,1.096395,SF6 Emissions
Ireland,Europe,2014,46.28960962,SF6 Emissions
Ireland,Europe,2013,43.53476474,SF6 Emissions
Ireland,Europe,2012,37.38870269,SF6 Emissions
Ireland,Europe,2011,45.45355333,SF6 Emissions
Ireland,Europe,2010,33.07576587,SF6 Emissions
Ireland,Europe,2009,39.17525486,SF6 Emissions
Ireland,Europe,2008,54.68774298,SF6 Emissions
Ireland,Europe,2007,62.93882702,SF6 Emissions
Ireland,Europe,2006,60.20619433,SF6 Emissions
Ireland,Europe,2005,96.78142037,SF6 Emissions
Ireland,Europe,2004,65.34205874,SF6 Emissions
Ireland,Europe,2003,109.9546271,SF6 Emissions
Ireland,Europe,2002,64.48226802,SF6 Emissions
Ireland,Europe,2001,64.62688756,SF6 Emissions
Ireland,Europe,2000,51.75714758,SF6 Emissions
Ireland,Europe,1999,64.18701809,SF6 Emissions
Ireland,Europe,1998,88.73562586,SF6 Emissions
Ireland,Europe,1997,126.1174189,SF6 Emissions
Ireland,Europe,1996,97.46314641,SF6 Emissions
Ireland,Europe,1995,79.11429739,SF6 Emissions
Ireland,Europe,1994,61.95087009,SF6 Emissions
Ireland,Europe,1993,52.90406271,SF6 Emissions
Ireland,Europe,1992,43.85707345,SF6 Emissions
Ireland,Europe,1991,38.86830045,SF6 Emissions
Ireland,Europe,1990,33.87934187,SF6 Emissions
Italy,Europe,2014,353.5480533,SF6 Emissions
Italy,Europe,2013,416.5108686,SF6 Emissions
Italy,Europe,2012,442.1968804,SF6 Emissions
Italy,Europe,2011,438.0622986,SF6 Emissions
Italy,Europe,2010,390.5463556,SF6 Emissions
Italy,Europe,2009,468.8722831,SF6 Emissions
Italy,Europe,2008,492.8064804,SF6 Emissions
Italy,Europe,2007,449.6229078,SF6 Emissions
Italy,Europe,2006,567.3106431,SF6 Emissions
Italy,Europe,2005,547.0987818,SF6 Emissions
Italy,Europe,2004,581.8138176,SF6 Emissions
Italy,Europe,2003,548.0261644,SF6 Emissions
Italy,Europe,2002,738.934287,SF6 Emissions
Italy,Europe,2001,851.0162513,SF6 Emissions
Italy,Europe,2000,560.7324181,SF6 Emissions
Italy,Europe,1999,475.8990445,SF6 Emissions
Italy,Europe,1998,666.9810875,SF6 Emissions
Italy,Europe,1997,785.1100545,SF6 Emissions
Italy,Europe,1996,741.1511364,SF6 Emissions
Italy,Europe,1995,663.7827765,SF6 Emissions
Italy,Europe,1994,486.5411021,SF6 Emissions
Italy,Europe,1993,443.3594541,SF6 Emissions
Italy,Europe,1992,431.7857349,SF6 Emissions
Italy,Europe,1991,429.9955021,SF6 Emissions
Italy,Europe,1990,407.6105559,SF6 Emissions
Japan,Asia,2014,2064.413245,SF6 Emissions
Japan,Asia,2013,2101.813051,SF6 Emissions
Japan,Asia,2012,2234.543282,SF6 Emissions
Japan,Asia,2011,2247.642725,SF6 Emissions
